Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;5;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;Kein Datum gef;1;
;6;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;Kein Datum gef;1;
Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;;;;Kein Datum gef;;
;1;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;13;
;2;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;Kein Datum gef;6;
;3;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Spannbetonbau.--.601927030.--.192.--.BB;Kein Datum gef;12;
;4;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;1;
;5;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Ingenieurholzbau II.--.601927020.--.192.--.BB;Kein Datum gef;13;
;6;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Geotechnik IV.--.601927010.--.192.--.BB;Kein Datum gef;11;
;7;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;6;
;8;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;5;
;9;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;4;
;10;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;11;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
;12;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;Kein Datum gef;5;
;13;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;7;
Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;;;;Kein Datum gef;;
;1;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;Kein Datum gef;2;
;2;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;Kein Datum gef;5;
;3;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;Kein Datum gef;6;
;4;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Hydromechanik.--.601926030.--.192.--.BB;Kein Datum gef;1;
;5;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;6;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;7;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;8;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;1;
;9;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;;;;Kein Datum gef;;
;1;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Kein Datum gef;1;
;2;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Automatisierung von Geschäftsprozessen.--.932112030.--.2112.--.DPT;Kein Datum gef;1;
;3;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Software Engineering II.--.932111030.--.2112.--.DPT;Kein Datum gef;1;
;4;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Moderne Software-Architekturen.--.932112040.--.2112.--.DPT;Kein Datum gef;1;
;5;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Kein Datum gef;1;
Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;;;;Kein Datum gef;;
;1;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Automatisierung von Geschäftsprozessen.--.932112030.--.2112.--.DPT;Kein Datum gef;1;
;2;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Software Engineering II.--.932111030.--.2112.--.DPT;Kein Datum gef;1;
;3;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Kein Datum gef;1;
;4;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Moderne Software-Architekturen.--.932112040.--.2112.--.DPT;Kein Datum gef;1;
;5;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Kein Datum gef;1;
Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;;;;Kein Datum gef;;
;1;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Energie 3.--.622225010.--.222.--.IM;Kein Datum gef;2;
;2;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Energie 2 - Netzgebundene Energien.--.622223020.--.222.--.IM;Kein Datum gef;19;
;3;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;Kein Datum gef;20;
;4;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Kein Datum gef;19;
;5;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Wirtschaftslehre 5.--.622227010.--.222.--.IM;Kein Datum gef;1;
;6;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;Kein Datum gef;1;
;7;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Innovative Verfahren im Straßenbau.--.19140.--.222.--.IM;Kein Datum gef;1;
;8;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Kein Datum gef;18;
;9;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Projektmanagement und -entwicklung 3.--.622225020.--.222.--.IM;Kein Datum gef;3;
;10;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;Kein Datum gef;19;
;11;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;Kein Datum gef;4;
;12;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;Kein Datum gef;1;
;13;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;Kein Datum gef;2;
;14;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;Kein Datum gef;1;
;15;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Kein Datum gef;18;
;16;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Siedlungswasserwirtschaft.--.622225030.--.222.--.IM;Kein Datum gef;2;
;17;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;Kein Datum gef;19;
;18;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;Kein Datum gef;9;
;19;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Kein Datum gef;18;
;20;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Kein Datum gef;1;
;21;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Wirtschaftslehre 3.--.622225040.--.222.--.IM;Kein Datum gef;4;
;22;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Informations- und Kommunikationstechnik.--.622223030.--.222.--.IM;Kein Datum gef;20;
;23;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Brandschutz Projektmanagement.--.18100.--.222.--.IM;Kein Datum gef;1;
Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;;;;Kein Datum gef;;
;1;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Energie 3.--.622225010.--.222.--.IM;Kein Datum gef;1;
;2;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Bahntechnik.--.19100.--.222.--.IM;Kein Datum gef;4;
;3;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Wirtschaftslehre 4.--.622226010.--.222.--.IM;Kein Datum gef;7;
;4;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Wirtschaftslehre 5.--.622227010.--.222.--.IM;Kein Datum gef;3;
;5;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Innovative Verfahren im Straßenbau.--.19140.--.222.--.IM;Kein Datum gef;1;
;6;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Brandschutz Projektmanagement.--.18100.--.222.--.IM;Kein Datum gef;4;
;7;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Kein Datum gef;1;
;8;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Kein Datum gef;7;
;9;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;Kein Datum gef;3;
;10;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Projektmanagement und -entwicklung 3.--.622225020.--.222.--.IM;Kein Datum gef;1;
;11;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;Kein Datum gef;4;
Wasserwesen.--.601923050.--.192.--.BB;;;;Kein Datum gef;;
;1;Wasserwesen.--.601923050.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;Kein Datum gef;46;
;2;Wasserwesen.--.601923050.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;2;
;3;Wasserwesen.--.601923050.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;2;
;4;Wasserwesen.--.601923050.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;4;
;5;Wasserwesen.--.601923050.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;1;
;6;Wasserwesen.--.601923050.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;43;
;7;Wasserwesen.--.601923050.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Kein Datum gef;4;
;8;Wasserwesen.--.601923050.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;43;
;9;Wasserwesen.--.601923050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;10;Wasserwesen.--.601923050.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;Kein Datum gef;1;
;11;Wasserwesen.--.601923050.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;12;Wasserwesen.--.601923050.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;1;
;13;Wasserwesen.--.601923050.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;1;
;14;Wasserwesen.--.601923050.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;Kein Datum gef;1;
;15;Wasserwesen.--.601923050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;40;
;16;Wasserwesen.--.601923050.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;2;
;17;Wasserwesen.--.601923050.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;1;
Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;;;;Kein Datum gef;;
;1;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;Kein Datum gef;5;
;2;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;3;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;Kein Datum gef;1;
;4;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;27;
;5;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;34;
;6;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;15;
;7;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;1;
;8;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;9;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;4;
;10;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;Kein Datum gef;25;
;11;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;21;
;12;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;25;
;13;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;Kein Datum gef;28;
;14;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;Kein Datum gef;4;
;15;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;6;
;16;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;26;
;17;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;Kein Datum gef;1;
Wirtschaft und Management.--.601921070.--.192.--.BB;;;;Kein Datum gef;;
;1;Wirtschaft und Management.--.601921070.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;Kein Datum gef;4;
;2;Wirtschaft und Management.--.601921070.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;3;Wirtschaft und Management.--.601921070.--.192.--.BB;Mechanik I.--.601921021.--.192.--.BB;Kein Datum gef;5;
;4;Wirtschaft und Management.--.601921070.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;5;Wirtschaft und Management.--.601921070.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;4;
;6;Wirtschaft und Management.--.601921070.--.192.--.BB;Mathematik I.--.601921011.--.192.--.BB;Kein Datum gef;3;
;7;Wirtschaft und Management.--.601921070.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;3;
;8;Wirtschaft und Management.--.601921070.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;9;Wirtschaft und Management.--.601921070.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;10;Wirtschaft und Management.--.601921070.--.192.--.BB;Mechanik II.--.601922021.--.192.--.BB;Kein Datum gef;7;
;11;Wirtschaft und Management.--.601921070.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;4;
;12;Wirtschaft und Management.--.601921070.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;1;
;13;Wirtschaft und Management.--.601921070.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;4;
;14;Wirtschaft und Management.--.601921070.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;11;
;15;Wirtschaft und Management.--.601921070.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;8;
;16;Wirtschaft und Management.--.601921070.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;3;
;17;Wirtschaft und Management.--.601921070.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;2;
;18;Wirtschaft und Management.--.601921070.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;Kein Datum gef;2;
;19;Wirtschaft und Management.--.601921070.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;1;
;20;Wirtschaft und Management.--.601921070.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;7;
;21;Wirtschaft und Management.--.601921070.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;1;
Wirtschaft und Management.--.602411070.--.241.--.BB;;;;Kein Datum gef;;
;1;Wirtschaft und Management.--.602411070.--.241.--.BB;Vermessungskunde.--.602411050.--.241.--.BB;Kein Datum gef;90;
;2;Wirtschaft und Management.--.602411070.--.241.--.BB;Mathematik I.--.602411010.--.241.--.BB;Kein Datum gef;92;
;3;Wirtschaft und Management.--.602411070.--.241.--.BB;Geotechnik I.--.602412040.--.241.--.BB;Kein Datum gef;8;
;4;Wirtschaft und Management.--.602411070.--.241.--.BB;Bauphysik.--.602411060.--.241.--.BB;Kein Datum gef;92;
;5;Wirtschaft und Management.--.602411070.--.241.--.BB;Mechanik II.--.602412020.--.241.--.BB;Kein Datum gef;8;
;6;Wirtschaft und Management.--.602411070.--.241.--.BB;Mechanik I.--.602411021.--.241.--.BB;Kein Datum gef;1;
;7;Wirtschaft und Management.--.602411070.--.241.--.BB;Baustoffkunde II.--.602412030.--.241.--.BB;Kein Datum gef;11;
;8;Wirtschaft und Management.--.602411070.--.241.--.BB;Mathematik II.--.602412010.--.241.--.BB;Kein Datum gef;7;
;9;Wirtschaft und Management.--.602411070.--.241.--.BB;Mechanik I.--.602411020.--.241.--.BB;Kein Datum gef;84;
;10;Wirtschaft und Management.--.602411070.--.241.--.BB;Baustoffkunde I und Bauchemie.--.602411030.--.241.--.BB;Kein Datum gef;93;
;11;Wirtschaft und Management.--.602411070.--.241.--.BB;Mathematik I.--.602411011.--.241.--.BB;Kein Datum gef;3;
;12;Wirtschaft und Management.--.602411070.--.241.--.BB;Recht und Management.--.602412060.--.241.--.BB;Kein Datum gef;9;
Wirtschaft und Management.--.921924030.--.1922.--.KI;;;;Kein Datum gef;;
;1;Wirtschaft und Management.--.921924030.--.1922.--.KI;Leichtbau.--.921924010.--.1922.--.KI;Kein Datum gef;3;
Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;;;;Kein Datum gef;;
;1;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;Kein Datum gef;1;
;2;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;3;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;4;
;4;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mechanik I.--.601921021.--.192.--.BB;Kein Datum gef;5;
;5;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;6;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mathematik I.--.601921011.--.192.--.BB;Kein Datum gef;2;
;7;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;8;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;2;
;9;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mechanik II.--.601922021.--.192.--.BB;Kein Datum gef;17;
;10;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;2;
;11;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;2;
;12;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;13;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;15;
;14;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;18;
;15;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;1;
;16;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;2;
;17;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;Kein Datum gef;1;
;18;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;1;
;19;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;17;
;20;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;1;
Wirtschaftsenglisch.--.622223092.--.222.--.IM;;;;Kein Datum gef;;
;1;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Energie 2 - Netzgebundene Energien.--.622223020.--.222.--.IM;Kein Datum gef;18;
;2;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;Kein Datum gef;20;
;3;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Kein Datum gef;19;
;4;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;Kein Datum gef;2;
;5;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Kein Datum gef;17;
;6;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;Kein Datum gef;19;
;7;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;Kein Datum gef;5;
;8;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;Kein Datum gef;2;
;9;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;Kein Datum gef;20;
;10;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;Kein Datum gef;9;
;11;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Kein Datum gef;19;
;12;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Kein Datum gef;1;
;13;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Informations- und Kommunikationstechnik.--.622223030.--.222.--.IM;Kein Datum gef;20;
;14;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Wirtschaftslehre 3.--.622225040.--.222.--.IM;Kein Datum gef;1;
;15;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;Kein Datum gef;18;
